Artikelnummer im Shop;EAN / Barcodenummer;Original Herstellerartikelnummer;Herstellername;Produktname;Produktgruppe im Shop;Preis (Brutto);Lieferzeit;ProduktURL;BildURL_1 (großes Bild);BildURL_2 (großes Bild);BildURL_3 (großes Bild);Vorkasse;Vorkasse / Paypal Österreich;Nachnahme;Kreditkarte (z.B. nur bis 1000 EUR);Paypal;Sofortüberweisung;Bankeinzug;Rechnung;Moneybookers;Click & Buy;Giropay;Versandkosten Kommentar (max. 100 Zeichen);Produktbeschreibung (max. 1000 Zeichen);Grundpreis (Produktabhängig)
EE-550200100;822383258034;550200100;Drive Medical;Duschstuhl DSF 130 ;Badehilfen;95;1-2 Wochen;https://www.brandvital.de/duschstuhl.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/d/u/duschstuhl_drive_medical_dsf_130_7.jpg;https://www.brandvital.de/pub/media/catalog/product/d/u/duschstuhl_zusammengeklappt.jpg;https://www.brandvital.de/pub/media/catalog/product/d/u/duschstuhl_standfuss.jpg;0;0;0;0;0;0;0;0;0;0;0;;Der Duschstuhl ist mit einem Handgriff faltbar, somit kann man ihn einfach und platzsparend Lagern. Sitzfläche und Rückenlehne bestehen aus Kunststoff und sind leicht zu reinigen. Er ist 4-fach höhenverstellbar.;;
GA-Azalea;;BNA0040;Invacare; Multifunktionsrollstuhl Azalea mit Rückenlehnenverstellung;Mobilität > Rollstühle und Zubehör > Multifunktionsrollstühle;1399;1-2 Wochen;https://www.brandvital.de/azalea-multifunktions-rollstuhl-mit-rueckenlehnenverstellung.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/i/n/invacare_azalea_7.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;Der REA® Azalea™ ist ein Multifunktionsrollstuhl, der wegen seiner anatomisch geformten Sitzfläche, der schalenförmigen, vielfach  verstellbaren Rückenlehne und der variablen Sitzwinkelverstellung ein gut unterstütztes Sitzen ermöglicht. Seine Nutzer werden dieses flexible Sitzsystem schätzen, bietet es doch drinnen wie draußen bestmöglichen Halt und Komfort. Die Sitzkantelung mit optimaler  Schwerpunktverlagerung gewährleistet hervorragende Manövriereigenschaften.;;
EC-Bellis;;BAE0220;Invacare;Multifunktionsrollstuhl REA Bellis;Multifunktionsrollstühle;2200;3-4 Tage;https://www.brandvital.de/rea-bellis-multifunktions-rollstuhl-verstaerkte-ausfuehrung.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/b/e/bellis_img01089_3_7.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;Der REA® Bellis ist durch vielfältige Einstellungsmöglichkeiten und beste Fahreigenschaften erste Wahl für die individuelle Versorgung. Das  verbesserte Flex2-Sitzsystem ermöglicht individuelle Anpassungen, um den Rollstuhlfahrer optimal und stabil zu positionieren. Die kompakten Abmessungen des Bellis vereinfachen das Fahren auf engstem Raum sowohl im Innen- wie auch im Außenbereich. Begleitpersonen werden es genießen, wie leicht der Bellis geschoben werden kann. Dies wird durch automatische Verlagerung des Schwerpunktes bei Veränderung der Neigung erreicht.;;
UB-P161MOPMHI;3700368613177 ;P161MOPMHI;Systam;Weichlagerungsmatratze Viscoflex mit Polymaille;Pflege > Pflegebetten und Zubehör > Antidekubitus Systeme;297;3-4 Tage;https://www.brandvital.de/viskoelastische-schaummatratze-bis-stadium-ii.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/i/s/iskoelastische-schaummatratze_viskomatratze_7.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Im Hinblick auf eine bessere Wechselwirkung auf den Körper und Material zur Schaffung idealer Liegebedingungen wurde ein zellenförmiges Polymer mit Formgedächtnis entwickelt. <br /> Die Gedächtniswirkung ermöglicht ein präzises, sanftes Ausformen des Körpers, was zu einer erheblichen Verminderung des Druckes auf die Haut sowie zu einer Vergrößerung der Kontaktfläche des Körpers mit der Matratze führt. Dies garantiert eine bessere Durchblutung. <br /> Die Formgedächtniswirkung gibt dem Patienten mehr Halt, vermindert Erhitzung, Reibung und Scherkräfte. <br /> Polymer mit Formgedächtnis wurde speziell zur Vorbeugung und Behandlungsunterstützung von Dekubitus sowie Schmerzreduktion entwickelt. <br /> Ein anatomisch geformter Kern gegen Bildung von Druckstellen.</p>;;
AT-403008;4028698076493;4.03.002 ;Invacare;Transferhilfe von Invacare GmbH;Dreh- und Transferhilfen;84.9;3-4 Tage;https://www.brandvital.de/transferhilfe.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/t/r/transferhilfe_von_invacare_7.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Die extragroße Sitzfläche der Dreh- und Übersetzhilfe Trans dreht und gleitet ganz leicht. Der Drehteller entriegelt erst durch das Gewicht des Nutzers. Die weiche, hautfreundliche Beschichtung ist pflegeleicht und einfach abwischbar. </p>;;
TH-81102;;81102;Thomashilfen;Greifzange "Helfende Hand";Hilfsmittel allgemein;66.99;1 Woche;https://www.brandvital.de/greifzange.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/t/h/thomashilfen_greifzange_7.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Die Greifzange erleichtert das Aufnehmen von Gegenständen bei eingeschränkter Gelenkigkeit. Die Greifzange schließt bei Betätigung des Griffes. Am Griffende ist ein starker MAgnet eingelassen, so dass sich auch bequem Schlüssel oder andere metallische Gegenstände aufheben lassen.</p>;;
ST-51.0624.33S;04047037016716;100014-7;Burmeier;Pflegebett Burmeier Dali II 24 Volt;Category_Mostviewed > Pflegebetten und Zubehör > Pflegebetten;699.0000;1 Woche;https://www.brandvital.de/pflegebett-burmeier-dali-ii.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/p/f/pflegebett_burmeier_dali_7.jpg;https://www.brandvital.de/pub/media/catalog/product/b/u/burmeier_dali_wohnlich.png;https://www.brandvital.de/pub/media/catalog/product/d/a/dali_ii-schr_g.png;0;0;0;0;0;0;0;0;0;0;0;;<h3>Burmeier Dali II - Markenqualität aus Deutschland! </h3><br /><p>Das Pflegebett Burmeier Dali II ist äußerst stabil konstruiert und ist für ein Benutzergewicht bis zu 145 kg ausgelegt. Die hohe Qualität des Pflegebettes sichert Ihnen ein langlebiges, robustes und wartungsarmes Produkt, welches sich gut in jeden privaten Haushalt integriert.</p><br /><p>Das Preis-/Leistungsverhältnis beim Pflegebett Burmeier Dali II ist ausgesprochen gut. Trotzdem wurde an der Konstruktion und am Material nicht gespart.</p><br /><p><strong>DIES IST DIE ORIGINALVARIANTE UND <span style="text-decoration: underline ">KEINE ABGESPECKTE ECONOMY VERSION</span>. </strong></p><br /><p></p><br /><p>Insbesondere der Einsatz hochwertiger Materialien sichert die Burmeier Qualitätsphilosophie.</p><br /><p>Das Pflegebett ist durch eine Person, ohne Werkzeug, montierbar und demontierbar – und dies innerhalb weniger Minuten!</p><br /><p>Das elektrisch verstellbare Pflegebett Burmeier Dali II enthält eine viergeteilte Liegefläche wo Rückenlehne, Oberschenkellehne und die Liegehöhe elektromotorisch verstellbar sind. Die Seitengitterschutzhöhe ist integriert und beträgt ca. 38 cm. Eine Matratze oder ein Anti-Dekubitus-System kann bis max. 16 cm Stärke ohne adaptierbare Seitengittererhöhung in das Pflegebett eingelegt werden. Dadurch können kostenaufwendige Erhöhungen in vielen Fällen entfallen.</p><br /><h4>Weitere Produkt Highlights vom Pflegebett Burmeier Dali II im Überblick:</h4><br /><ul><br /><li>elektrisch verstellbares Pflegebett mit Holzumbau in Buchedekor.</li><br /><li>serienmäßiges 24 Volt Antriebssystem</li><br /><li>viergeteilte Liegefläche mit Federholzleisten.</li><br /><li>Rücken- und Oberschenkellehne sowie die Liegehöhe sind elektromotorisch verstellbar</li><br /><li>die Seitengitter sind integriert</li><br /><li>die Metallteile sind pulverbeschichtet (Farbe Topas)</li><br /><li>Kopf- und Fußteilfüllungen in Buche Dekor</li><br /><li>das Pflegebett ist auf vier Rollen fahrbar, alle Rollen sind einzeln feststellbar</li><br /><li>das Handbedienteil ist mit einer selektiven Sperrfunktion ausgerüstet.</li><br /><li>Selbstmontage problemlos möglich</li><br /><li>für Matratzen von 90 x 200 cm</li><br /><li>Gesamtbreite und Länge beträgt 101 cm X 224 cm</li><br /></ul><br /><h4>Im Lieferumfang des Pflegebettes ist ein Aufrichter mit höhenverstellbarem Handgriff enthalten, ebenso ein Steckernetzteil.</h4>;;
ST-59.66.31.1S;;59.6631.1;Burmeier;Pflegebett Burmeier Gigant;Pflege > Pflegebetten und Zubehör > Pflegebetten;3990;1 Woche;https://www.brandvital.de/pflegebett-burmeier-gigant.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/p/f/pflegebett_burmeier_gigant_7.jpg;https://www.brandvital.de/pub/media/catalog/product/g/i/gigant_zubeh_r.png;;0;0;0;0;0;0;0;0;0;0;0;;<p>Zur Unterstützung der Pflege zu Hause und für Seniorenheime wurde das GIGANT speziell für schwergewichtige Menschen entwickelt. Die Liegefläche ist durch Elektromotoren von 40 bis 80 cm höhenverstellbar. Auch Rücken- und Oberschenkellehne sind durch Elektromotoren verstellbar Zusätzliche Sicherheit bieten Seitengitter. Der Holzumbau verleiht dem Bett einen wohnlichen Charakter und die hohe Qualität sichert Ihnen ein langlebiges und wartungsarmes Bett.</p><br /><p><strong>Das GIGANT kann Menschen bis zu 280 kg Körpergewicht aufnehmen.</strong></p><br /><p> </p><br /><p><strong>Merkmale im Überblick:</strong></p><br /><ul><br /><li>sichere Arbeitslast von ca. 350 kg (Körpergewicht + Matratze +Bettzeug + Aufrichter etc. < 350 kg)</li><br /><li>Gesamtbreite und Länge beträgt 134 cm X 220 cm</li><br /><li>viergeteilte Liegehöhenverstellung von 40 - 80 cm</li><br /><li>Rücken- und Oberschenkelhöhe elektrisch verstellbar</li><br /><li>Liegefläche elektrisch verstellbar</li><br /><li>Möglichkeit der Fuß-Tieflagerung</li><br /><li>Metallteile mit Polyester-Pulverlack beschichtet</li><br /></ul>;;
ST-30.9456.X;04047037016877;30.9456.1;Burmeier;Einlegerahmen Burmeier Lippe IV;Pflege > Pflegebetten und Zubehör > Einlegerahmen;729.0000;3-4 Tage;https://www.brandvital.de/einlegerahmen-burmeier-lippe-iv.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/e/i/einlegerahmen_burmeier_lippe_iv_7.jpg;https://www.brandvital.de/pub/media/catalog/product/b/e/betteinsatz-lippe.jpg;https://www.brandvital.de/pub/media/catalog/product/e/i/einlegerahmen_lippe_iv_details.png;0;0;0;0;0;0;0;0;0;0;0;;<h2>Ihr Bett bleibt, der Einlegerahmen Lippe macht es zum Pflegebett</h2><br /><p>Der Einlegerahmen Lippe IV ermöglicht Ihnen das vorhandene Bett in ein Pflegebett umzubauen. Dadurch können sie das gewohnte Wohnumfeld so belassen, wie Sie es haben. <br /><br />Der Einlegerahmen wird in den bestehenden Bettrahmen hineingestellt und auf stabile Standfüße gestellt. Innerhalb Ihres Bettes kann der Einlegerahmen mit Bodenausgleichsschrauben und Befestigungslaschen sicher positioniert und befestigt werden. Die höhenverstellbare und viergeteilte Liegefläche ist elektromotorisch verstellbar. Das Fußteil wird über ein Rastomat manuell in die gewünschte Höhe verstellt.<br /><br />Durch die stabile Konstruktion und dem wartungsfreien System ist der Einlegerahmen für den Dauereinsatz in der häuslichen Pflege geeignet und bietet einen gleichwertigen Ersatz zu einem normalen Pflegebett. <br /><br />Das Preis-/Leistungsverhältnis ist ausgesprochen günstig. Trotzdem wurde an der Konstruktion und am Material nicht gespart. Durch den Einsatz hochwertiger Materialien wird die Burmeier Qualitätsphilosophie gesichert. <br /><br />Der Betteinsatz ist durch eine Person, ohne Werkzeug, montierbar und demontierbar – und dies innerhalb weniger Minuten!</p><br /><h4>Besonderer Vorteil - Qualität und Langlebigkeit</h4><br /><p>Der Betteinsatz „Lippe IV” ist äußerst stabil konstruiert, so dass die Herausforderungen im Pflegealltag bestens erfüllt werden. Die hohe Qualität sichert Ihnen ein langlebiges, robustes und wartungsarmes System.</p><br /><h4>Besonders wichtig! 24 Volt-Antriebssystem serienmäßig</h4><br /><p>Sie werden optimal geschützt, da alle spannungsführenden 230 Volt Bauteile außerhalb des Bettes liegen.</p><br /><h3>Produkt Highlights vom Einlegerahmen Lippe IV im Überblick:</h3><br /><ul><br /><li>elektrisch verstellbarer Einlegerahmen</li><br /><li>viergeteilte Liegefläche</li><br /><li>Rücken- und Oberschenkellehne und Liegehöhe elektromotorisch verstellbar</li><br /><li>24-Volt Antriebssystem serienmäßig</li><br /><li>sichere Arbeitslast bis ca. 200 kg</li><br /><li>Höhenverstellung von 29 cm bis 74 cm</li><br /><li>Liegefläche: siehe Optionen</li><br /><li>einfache Montage durch eine Person  und das in wenigen Minuten</li><br /></ul>;;
PK-462061;4260097490108;462061;Pierenkemper;TENS/EMS-2-Kanal-Gerät Pierenkemper Pieren Plus basic;Reizstromgeräte;59;1 Woche;https://www.brandvital.de/tens-ems-2-kanal-geraet-pierenkemper-pierenplus-basic.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/t/e/tens_ems_pierenplus_basic_7.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Insgesamt 15 (zwölf feste und drei veränderbare) bewährte Stimulationsprogramme für TENS und elektrische Muskelstimulation bietet das Zweikanalgerät PierenPlus basic. Die Han-Stimulation oder die dynamische Stimulation erweitern die Therapieoptionen um neue Möglichkeiten. Die Verriegelung erlaubt das feste Einstellen eines optimal geeigneten Therapieprogrammes. Für den Therapeuten ist es möglich, die Benutzungsdauer auszulesen. Das Display stellt alle Informationen in übersichtlicher Weise dar.</p>;;
DV-7305P-GKIT;04150007602250;7305P-G;DeVILBISS;Absauggerät VacuAide, Netz- und Akkubetrieb;Medizintechnik > Absauggeräte;369.0000;1 Woche;https://www.brandvital.de/absauggeraet-netz-und-akkubetrieb.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/a/b/absauggeraet_vacu-aide_7305_7.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Die neuste Generation der bewährten Absaugpumpe von DeVILBISS® bietet Ihnen einen verbesserten Komfort hinsichtlich der Bedienerfreundlichkeit und eine stärkere Saugleistung. Dank der stufenlosen Unterdruckregelung und der hohen Saugleistung kann die VacuAide jeder Absaugsituation im Homecare- wie auch im klinischen Anwendungsbereich angepasst werden. Ein Akkubetrieb ist bis zu einer Stunde möglich. Der Akku wird bei Netzbetrieb automatisch aufgeladen. Das Gehäuse ist kompakt und standfest. Ein ergonomischer Griff erleichtert den Transport.</p>;;
GA-Platinum-9;4250067209199;22464325;Invacare;Sauerstoffkonzentrator Platinum® 9;Sauerstoffversorgung;1484.0000;1 Woche;https://www.brandvital.de/sauerstoffkonzentrator-platinum-9.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/s/a/sauerstoffkonzentrator_platinum_9_7.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;Der Invacare®-Platinum®-9-Sauerstoffkonzentrator ist besonders für Patienten mit hohem Sauerstoffbedarf geeignet. Er bietet eine hohe Flussrate bis 9 l/min und Invacare®-HomeFill®-II-Kompatibilität. Seine hohe Sauerstoffkonzentration ermöglicht eine höchst effiziente sowie kostengünstige Sauerstoffversorgung ohne zusätzliche wiederkehrende Lieferkosten. Integrierte Alarmsysteme und einfache Bedienbarkeit erlauben dem Patienten einen sicheren Gebrauch zu Hause. Der Invacare®  Platinum® 9 ist leistungsstark, zuverlässig und einfach zu bedienen. Dank seiner kompakten Abmessungen und seines geringen Gewichts lässt er sich besonders leicht handhaben.<br />;;
GA-1522883;;1522883;Invacare;tragbarer Sauerstoffkonzentrator XPO2;Sauerstoffversorgung;3794;1 Woche;https://www.brandvital.de/sauerstoffkonzentrator-tragbar.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/x/p/xpo2_sauerstoffkonzentrator_7.jpg;https://www.brandvital.de/pub/media/catalog/product/x/p/xpo2_staubfilter.jpg;https://www.brandvital.de/pub/media/catalog/product/x/p/xpo2_caddy.jpg;0;0;0;0;0;0;0;0;0;0;0;;<strong>Besonderheit:</strong><br /><br /><ul><br />    <li><strong>Tragbar und im Flugzeug benutzbar (FAA getestet)<br /><br />    </strong></li><br />    <li><strong>Garantie  5 Jahre (außer Verbrauchsmaterial)    </strong>   </li><br /></ul><br />Der XPO2 ist ein leichter, tragbarer Sauerstoffkonzentrator für das tägliche Leben. Durch Netzunabhängigkeit gibt er Sauerstoffpatienten die Möglichkeit zur aktiven Tagesgestaltung sowie zum Reisen. Er ist von der FAA für den Betrieb im Luftverkehr zugelassen. <br /><br />Mit nur <strong>2,9 kg</strong> ist er der leichteste tragbare Konzentrator. Zusätzliche Akkus können die Reichweite um jeweils ca. 2,5 Stunden verlängern. Der XPO2 verfügt über einen patentierten, nichtlinearen Pulsmengen-Demandmodus in fünf Stufen. Diese entsprechen effektiv kontinuierlichen Sauerstoffabgabemengen von 1–5 l/min. Das Demandventil gibt die nutzbare Sauerstoffmenge am Anfang der Einatmung ab, bei der sie am effektivsten in der Lunge verwendet werden kann. Bis zu 35 Atemzügen pro Minute sind möglich. Geringes Gewicht, großer theapeutischer Nutzen und eine einfache Handhabung ermöglichen dem Patienten einen selbstbestimmten Tagesablauf und größtmögliche Freiheit.<br />;;
WM-1710;0643187010808;1710;HUM;Sauerstoffflaschenhalter ;Sauerstoffversorgung;99.9;1 Woche;https://www.brandvital.de/sauerstoffflaschenhalter.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/s/a/sauerstoffflaschenhalter_hum_7.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Sauerstoffflaschenhalter für die häusliche Sauerstoff-Druckgastherapie. Das Standgerät lässt sich durch die fünf Rollen und den Handschiebegriff auch in beengtem Umfeld leicht fahren. Die Abbildung zeigt den Flaschenständer mit einer 10-l-Flasche, die nicht zum Lieferumfang gehört.</p>;;
HM-HDM01-15;;1501;HUM;AEROway Sauerstoff Druckminderer 0-15l/min G 3/4;Sauerstoffversorgung;154.99;1 Woche;https://www.brandvital.de/sauerstoffflaschengeraet-druckminderer.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/s/a/sauerstoffflaschengeraet__7.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p><span>HUM AEROway® - Druckminderer sind klein, leicht und zuverlässig für ihre Saustoffflaschen.</span><br /><br /><br /><br /><span>Durch die Vielseitigkeit der Präzisions- Druckminderer sind der Sauerstoff-Therapie keine Grenzen gesetzt.</span><br /><br /><span>Druckminderer für jede Anwendung wie z.B. Pflege - Praxis/Klinik - Rettungsdienst - Therapie und Notfall.</span><br /><br /><br /><br /><span>Einfache Handhabung - ausgereifte Technik - genaue und schnelle O2-Gabe</span><br /><br /><br /><br /><span>Easy-Klick-Einstellung durch Verwendung einer rastbaren Dosierscheibe</span><br /><br /><span>• Stufenweise Sauerstoff-Dosierung von 0-15 Liter/min</span><br /><br /><span>• Leicht ablesbare Floweinstellung an der Mengenregelblende</span><br /><br /><span>• Hochdruckhandanschluss G 3/4“ </span><br /><br /><span>• Inhaltsmanometer</span><br /><br /><span>• Abgang UNF 9/16“ mit Schlauchanschlusstülle 6 mm</span></p>;;
Sano Liftkar PTA;;A130;Sano;Treppensteighilfe adaptierbar Sano Liftkar PTA;Mobilität > Treppensteighilfen;3639;5-6 Wochen;https://www.brandvital.de/treppensteighilfe-adaptierbar.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/t/r/treppensteighilfe_liftkar_pta_7.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;Der perfekte Treppensteiger zum Transport von individuell angepassten Rollstühlen. Der Treppensteiger wird über eine Halterung am Rollstuhl befestigt. Er kann bei der weiteren Benutzung des Rollstuhls nach dem Transport am Rollstuhl belassen werden – es müssen nur die während des Hubvorgangs abgenommenen Räder wieder aufgesteckt werden. Durch einen fachgerechten An- und Abbau der Halterungen wird die Statik des Rollstuhls nicht verändert, er kann später wieder in den ursprünglichen Zustand zurückversetzt werden.</p>;;
Sano Liftkar PTS;;S160;Sano;Treppensteighilfe Sano Liftkar PTS;Mobilität > Treppensteighilfen;3269;5-6 Wochen;https://www.brandvital.de/treppensteighilfe-mit-integrierter-sitzeinheit.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/t/r/treppensteighilfe_liftkar_pts_7.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Der Liftkar® wird mit integriertem ,nach unten abklappbarem Sitz (nicht abnehmbar) und Beckengurt geliefert. Das Rückenteil und die verstellbaren Armlehnen sind direkt mit den Griffen verbunden. Liftkar® ist schnell in Griffteil, Akku und Hubmodul zerlegt (über nur eine unverlierbare Hebelschraube). Aufgrund des geringen Platzbedarfs der Laufräder und der kompakten Sitzkonstruktion ist das Modell auch sehr gut für sehr steile und enge Wendeltreppen geeignet.</p>;;
SNO-U130;;U130;Sano;Treppensteighilfe ohne Adapter am Rollstuhl verwendbar;Mobilität > Treppensteighilfen;3839;5-6 Wochen;https://www.brandvital.de/treppensteighilfe-ohne-adapter-am-rollstuhl-verwendbar.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/t/r/treppensteighilfe_liftkar_pt_uni_7.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;Der PT Uni ist das ideale Gerät zur Aufnahme jeder Art von Selbstfahrer-Rollstühlen bzw. Transportrollstühlen. Es ist wirklich einfach, auf die Plattform aufzufahren, der Rückenklammer den Rollstuhl am PT Uni zu sichern und loszufahren. Der PT Uni ist bereit, Ihre Arbeit auf der Treppe zu übernehmen.</p>;;
